Dealer showing 2, hand 1/1 : hit, E = 0.09
Dealer showing 2, hand 1/2 : hit, E = 0.04
Dealer showing 2, hand 1/3 : hit, E = 0.02
Dealer showing 2, hand 1/4 : hit, E = -0.01
Dealer showing 2, hand 1/5 : hit, E = -0.03
Dealer showing 2, hand 1/6 : hit, E = 0.01
Dealer showing 2, hand 1/7 : stand, E = 0.14
Dealer showing 2, hand 1/8 : stand, E = 0.40
Dealer showing 2, hand 1/9 : stand, E = 0.66
Dealer showing 2, hand 1/10 : stand, E = 0.88
Dealer showing 2, hand 2/2 : hit, E = -0.11
Dealer showing 2, hand 2/3 : hit, E = -0.13
Dealer showing 2, hand 2/4 : hit, E = -0.15
Dealer showing 2, hand 2/5 : hit, E = -0.10
Dealer showing 2, hand 2/6 : hit, E = -0.01
Dealer showing 2, hand 2/7 : hit, E = 0.08
Dealer showing 2, hand 2/8 : hit, E = 0.21
Dealer showing 2, hand 2/9 : hit, E = 0.26
Dealer showing 2, hand 2/10 : hit, E = -0.24
Dealer showing 2, hand 3/3 : hit, E = -0.15
Dealer showing 2, hand 3/4 : hit, E = -0.12
Dealer showing 2, hand 3/5 : hit, E = -0.02
Dealer showing 2, hand 3/6 : hit, E = 0.09
Dealer showing 2, hand 3/7 : hit, E = 0.21
Dealer showing 2, hand 3/8 : hit, E = 0.27
Dealer showing 2, hand 3/9 : hit, E = -0.27
Dealer showing 2, hand 3/10 : hit, E = -0.30
Dealer showing 2, hand 4/4 : hit, E = -0.01
Dealer showing 2, hand 4/5 : hit, E = 0.09
Dealer showing 2, hand 4/6 : hit, E = 0.22
Dealer showing 2, hand 4/7 : hit, E = 0.27
Dealer showing 2, hand 4/8 : hit, E = -0.26
Dealer showing 2, hand 4/9 : stand, E = -0.29
Dealer showing 2, hand 4/10 : stand, E = -0.31
Dealer showing 2, hand 5/5 : hit, E = 0.22
Dealer showing 2, hand 5/6 : hit, E = 0.28
Dealer showing 2, hand 5/7 : hit, E = -0.25
Dealer showing 2, hand 5/8 : stand, E = -0.26
Dealer showing 2, hand 5/9 : stand, E = -0.27
Dealer showing 2, hand 5/10 : stand, E = -0.29
Dealer showing 2, hand 6/6 : hit, E = -0.25
Dealer showing 2, hand 6/7 : stand, E = -0.27
Dealer showing 2, hand 6/8 : stand, E = -0.27
Dealer showing 2, hand 6/9 : stand, E = -0.27
Dealer showing 2, hand 6/10 : stand, E = -0.30
Dealer showing 2, hand 7/7 : stand, E = -0.27
Dealer showing 2, hand 7/8 : stand, E = -0.27
Dealer showing 2, hand 7/9 : stand, E = -0.28
Dealer showing 2, hand 7/10 : stand, E = -0.16
Dealer showing 2, hand 8/8 : stand, E = -0.27
Dealer showing 2, hand 8/9 : stand, E = -0.14
Dealer showing 2, hand 8/10 : stand, E = 0.12
Dealer showing 2, hand 9/9 : stand, E = 0.14
Dealer showing 2, hand 9/10 : stand, E = 0.38
Dealer showing 2, hand 10/10 : stand, E = 0.63
Dealer showing 3, hand 1/1 : hit, E = 0.12
Dealer showing 3, hand 1/2 : hit, E = 0.07
Dealer showing 3, hand 1/3 : hit, E = 0.04
Dealer showing 3, hand 1/4 : hit, E = 0.02
