2: 30537/45847, t_p = 0.664448707, a_p = 0.666063210
37: 464/45847, t_p = 0.0106157964, a_p = 0.0101206186
38: 461/45847, t_p = 0.0102654718, a_p = 0.0100551835
39: 473/45847, t_p = 0.00993575349, a_p = 0.0103169237
40: 472/45847, t_p = 0.00962493046, a_p = 0.0102951120
41: 452/45847, t_p = 0.00933147565, a_p = 0.00985887844
42: 413/45847, t_p = 0.00905401590, a_p = 0.00900822300
43: 408/45847, t_p = 0.00879131980, a_p = 0.00889916461
44: 394/45847, t_p = 0.00854227481, a_p = 0.00859380112
45: 397/45847, t_p = 0.00830587727, a_p = 0.00865923615
46: 381/45847, t_p = 0.00808121552, a_p = 0.00831024931
47: 361/45847, t_p = 0.00786746662, a_p = 0.00787401575
48: 384/45847, t_p = 0.00766387476, a_p = 0.00837568434
49: 322/45847, t_p = 0.00746975808, a_p = 0.00702336031
50: 322/45847, t_p = 0.00728448910, a_p = 0.00702336031
51: 344/45847, t_p = 0.00710749275, a_p = 0.00750321722
52: 315/45847, t_p = 0.00693824839, a_p = 0.00687067856
53: 339/45847, t_p = 0.00677626894, a_p = 0.00739415883
54: 312/45847, t_p = 0.00662111238, a_p = 0.00680524353
55: 289/45847, t_p = 0.00647236955, a_p = 0.00630357493
56: 300/45847, t_p = 0.00632966225, a_p = 0.00654350339
57: 290/45847, t_p = 0.00619264179, a_p = 0.00632538661
58: 292/45847, t_p = 0.00606098571, a_p = 0.00636900997
59: 286/45847, t_p = 0.00593439304, a_p = 0.00623813990
60: 291/45847, t_p = 0.00581258767, a_p = 0.00634719829
61: 263/45847, t_p = 0.00569530894, a_p = 0.00573647131
62: 239/45847, t_p = 0.00558231970, a_p = 0.00521299103
63: 264/45847, t_p = 0.00547339355, a_p = 0.00575828298
64: 240/45847, t_p = 0.00536832155, a_p = 0.00523480271
65: 259/45847, t_p = 0.00526691024, a_p = 0.00564922459
66: 232/45847, t_p = 0.00516897754, a_p = 0.00506030929
67: 246/45847, t_p = 0.00507435080, a_p = 0.00536567278
68: 239/45847, t_p = 0.00498287148, a_p = 0.00521299103
69: 240/45847, t_p = 0.00489438910, a_p = 0.00523480271
70: 217/45847, t_p = 0.00480876525, a_p = 0.00473313412
71: 220/45847, t_p = 0.00472586625, a_p = 0.00479856915
72: 243/45847, t_p = 0.00464556580, a_p = 0.00530023775
73: 217/45847, t_p = 0.00456775105, a_p = 0.00473313412
74: 208/45847, t_p = 0.00449230844, a_p = 0.00453682902
75: 181/45847, t_p = 0.00441913721, a_p = 0.00394791371
76: 188/45847, t_p = 0.00434813726, a_p = 0.00410059546
77: 210/45847, t_p = 0.00427921656, a_p = 0.00458045237
78: 202/45847, t_p = 0.00421228776, a_p = 0.00440595895
79: 194/45847, t_p = 0.00414726892, a_p = 0.00423146553
80: 213/45847, t_p = 0.00408408074, a_p = 0.00464588741
81: 180/45847, t_p = 0.00402265136, a_p = 0.00392610204
82: 180/45847, t_p = 0.00396290687, a_p = 0.00392610204
83: 176/45847, t_p = 0.00390478480, a_p = 0.00383885532
84: 166/45847, t_p = 0.00384821863, a_p = 0.00362073854
85: 180/45847, t_p = 0.00379315059, a_p = 0.00392610204
86: 178/45847, t_p = 0.00373952358, a_p = 0.00388247868
87: 175/45847, t_p = 0.00368728116, a_p = 0.00381704365
88: 176/45847, t_p = 0.00363637497, a_p = 0.00383885532
89: 173/45847, t_p = 0.00358675529, a_p = 0.00377342029
90: 172/45847, t_p = 0.00353837173, a_p = 0.00375160861
91: 154/45847, t_p = 0.00349118533, a_p = 0.00335899841
92: 176/45847, t_p = 0.00344515042, a_p = 0.00383885532
93: 159/45847, t_p = 0.00340022599, a_p = 0.00346805680
94: 170/45847, t_p = 0.00335637579, a_p = 0.00370798526
95: 157/45847, t_p = 0.00331356152, a_p = 0.00342443344
96: 161/45847, t_p = 0.00327174756, a_p = 0.00351168015
97: 157/45847, t_p = 0.00323090101, a_p = 0.00342443344
98: 155/45847, t_p = 0.00319099029, a_p = 0.00338081009
99: 136/45847, t_p = 0.00315198180, a_p = 0.00296638820
100: 158/45847, t_p = 0.00311384935, a_p = 0.00344624512
101: 134/45847, t_p = 0.00307656271, a_p = 0.00292276485
102: 146/45847, t_p = 0.00304009634, a_p = 0.00318450498
103: 148/45847, t_p = 0.00300442203, a_p = 0.00322812834
104: 140/45847, t_p = 0.00296951694, a_p = 0.00305363492
105: 143/45847, t_p = 0.00293535555, a_p = 0.00311906995
106: 142/45847, t_p = 0.00290191701, a_p = 0.00309725827
107: 142/45847, t_p = 0.00286917716, a_p = 0.00309725827
108: 132/45847, t_p = 0.00283711650, a_p = 0.00287914149
109: 138/45847, t_p = 0.00280571422, a_p = 0.00301001156
110: 133/45847, t_p = 0.00277495015, a_p = 0.00290095317
111: 120/45847, t_p = 0.00274480750, a_p = 0.00261740136
112: 125/45847, t_p = 0.00271526545, a_p = 0.00272645975
113: 107/45847, t_p = 0.00268630787, a_p = 0.00233384954
114: 105/45847, t_p = 0.00265791931, a_p = 0.00229022619
115: 117/45847, t_p = 0.00263008231, a_p = 0.00255196632
116: 101/45847, t_p = 0.00260278141, a_p = 0.00220297948
117: 131/45847, t_p = 0.00257600250, a_p = 0.00285732981
118: 108/45847, t_p = 0.00254973013, a_p = 0.00235566122
119: 104/45847, t_p = 0.00252395155, a_p = 0.00226841451
120: 128/45847, t_p = 0.00249865196, a_p = 0.00279189478
121: 109/45847, t_p = 0.00247382062, a_p = 0.00237747290
122: 115/45847, t_p = 0.00244944208, a_p = 0.00250834297
123: 115/45847, t_p = 0.00242550693, a_p = 0.00250834297
124: 113/45847, t_p = 0.00240200308, a_p = 0.00246471961
125: 97/45847, t_p = 0.00237891844, a_p = 0.00211573276
126: 100/45847, t_p = 0.00235624226, a_p = 0.00218116780
127: 105/45847, t_p = 0.00233396513, a_p = 0.00229022619
128: 94/45847, t_p = 0.00231207564, a_p = 0.00205029773
129: 108/45847, t_p = 0.00229056504, a_p = 0.00235566122
130: 103/45847, t_p = 0.00226942327, a_p = 0.00224660283
131: 98/45847, t_p = 0.00224864091, a_p = 0.00213754444
132: 106/45847, t_p = 0.00222821058, a_p = 0.00231203787
133: 107/45847, t_p = 0.00220812153, a_p = 0.00233384954
134: 95/45847, t_p = 0.00218836771, a_p = 0.00207210941
135: 93/45847, t_p = 0.00216893972, a_p = 0.00202848605
136: 111/45847, t_p = 0.00214982882, a_p = 0.00242109625
137: 84/45847, t_p = 0.00213103031, a_p = 0.00183218095
138: 88/45847, t_p = 0.00211253411, a_p = 0.00191942766
139: 89/45847, t_p = 0.00209433418, a_p = 0.00194123934
140: 97/45847, t_p = 0.00207642447, a_p = 0.00211573276
141: 95/45847, t_p = 0.00205879760, a_p = 0.00207210941
142: 105/45847, t_p = 0.00204144616, a_p = 0.00229022619
143: 90/45847, t_p = 0.00202436613, a_p = 0.00196305102
144: 86/45847, t_p = 0.00200754878, a_p = 0.00187580431
145: 93/45847, t_p = 0.00199099008, a_p = 0.00202848605
146: 78/45847, t_p = 0.00197468397, a_p = 0.00170131088
147: 78/45847, t_p = 0.00195862442, a_p = 0.00170131088
148: 97/45847, t_p = 0.00194280672, a_p = 0.00211573276
149: 86/45847, t_p = 0.00192722348, a_p = 0.00187580431
150: 95/45847, t_p = 0.00191187335, a_p = 0.00207210941
151: 88/45847, t_p = 0.00189674761, a_p = 0.00191942766
152: 94/45847, t_p = 0.00188184491, a_p = 0.00205029773
153: 76/45847, t_p = 0.00186715652, a_p = 0.00165768753
154: 81/45847, t_p = 0.00185268176, a_p = 0.00176674592
155: 89/45847, t_p = 0.00183841392, a_p = 0.00194123934
156: 71/45847, t_p = 0.00182434964, a_p = 0.00154862914
157: 75/45847, t_p = 0.00181048421, a_p = 0.00163587585
158: 87/45847, t_p = 0.00179681360, a_p = 0.00189761598
159: 77/45847, t_p = 0.00178333446, a_p = 0.00167949920
160: 73/45847, t_p = 0.00177004208, a_p = 0.00159225249
161: 83/45847, t_p = 0.00175693244, a_p = 0.00181036927
162: 85/45847, t_p = 0.00174400351, a_p = 0.00185399263
163: 71/45847, t_p = 0.00173125059, a_p = 0.00154862914
164: 82/45847, t_p = 0.00171866966, a_p = 0.00178855759
165: 90/45847, t_p = 0.00170625869, a_p = 0.00196305102
166: 73/45847, t_p = 0.00169401366, a_p = 0.00159225249
167: 87/45847, t_p = 0.00168193053, a_p = 0.00189761598
168: 68/45847, t_p = 0.00167000797, a_p = 0.00148319410
169: 76/45847, t_p = 0.00165824060, a_p = 0.00165768753
170: 74/45847, t_p = 0.00164662841, a_p = 0.00161406417
171: 63/45847, t_p = 0.00163516603, a_p = 0.00137413571
172: 68/45847, t_p = 0.00162385146, a_p = 0.00148319410
173: 85/45847, t_p = 0.00161268266, a_p = 0.00185399263
174: 72/45847, t_p = 0.00160165427, a_p = 0.00157044081
175: 75/45847, t_p = 0.00159076831, a_p = 0.00163587585
176: 62/45847, t_p = 0.00158001805, a_p = 0.00135232403
177: 72/45847, t_p = 0.00156940148, a_p = 0.00157044081
178: 70/45847, t_p = 0.00155891927, a_p = 0.00152681746
179: 67/45847, t_p = 0.00154856538, a_p = 0.00146138242
180: 57/45847, t_p = 0.00153833913, a_p = 0.00124326564
181: 67/45847, t_p = 0.00152823851, a_p = 0.00146138242
182: 67/45847, t_p = 0.00151826150, a_p = 0.00146138242
183: 61/45847, t_p = 0.00150840340, a_p = 0.00133051236
184: 66/45847, t_p = 0.00149866555, a_p = 0.00143957075
185: 70/45847, t_p = 0.00148904393, a_p = 0.00152681746
186: 60/45847, t_p = 0.00147953584, a_p = 0.00130870068
187: 60/45847, t_p = 0.00147014196, a_p = 0.00130870068
188: 64/45847, t_p = 0.00146085759, a_p = 0.00139594739
189: 70/45847, t_p = 0.00145168339, a_p = 0.00152681746
190: 62/45847, t_p = 0.00144261466, a_p = 0.00135232403
191: 63/45847, t_p = 0.00143365141, a_p = 0.00137413571
192: 66/45847, t_p = 0.00142479161, a_p = 0.00143957075
193: 61/45847, t_p = 0.00141603394, a_p = 0.00133051236
194: 75/45847, t_p = 0.00140737568, a_p = 0.00163587585
195: 56/45847, t_p = 0.00139881552, a_p = 0.00122145397
196: 50/45847, t_p = 0.00139035209, a_p = 0.00109058390
197: 62/45847, t_p = 0.00138198406, a_p = 0.00135232403
198: 70/45847, t_p = 0.00137370941, a_p = 0.00152681746
199: 63/45847, t_p = 0.00136552612, a_p = 0.00137413571
200: 56/45847, t_p = 0.00135743421, a_p = 0.00122145397
201: 51/45847, t_p = 0.00134943097, a_p = 0.00111239558
202: 62/45847, t_p = 0.00134151506, a_p = 0.00135232403
203: 69/45847, t_p = 0.00133368582, a_p = 0.00150500578
204: 67/45847, t_p = 0.00132594190, a_p = 0.00146138242
205: 60/45847, t_p = 0.00131828061, a_p = 0.00130870068
206: 58/45847, t_p = 0.00131070128, a_p = 0.00126507732
207: 55/45847, t_p = 0.00130320458, a_p = 0.00119964229
208: 53/45847, t_p = 0.00129578582, a_p = 0.00115601893
209: 69/45847, t_p = 0.00128844632, a_p = 0.00150500578
210: 54/45847, t_p = 0.00128118409, a_p = 0.00117783061
211: 51/45847, t_p = 0.00127399709, a_p = 0.00111239558
212: 60/45847, t_p = 0.00126688668, a_p = 0.00130870068
213: 57/45847, t_p = 0.00125984816, a_p = 0.00124326564
214: 65/45847, t_p = 0.00125288353, a_p = 0.00141775907
215: 57/45847, t_p = 0.00124599012, a_p = 0.00124326564
216: 50/45847, t_p = 0.00123916792, a_p = 0.00109058390
217: 64/45847, t_p = 0.00123241357, a_p = 0.00139594739
218: 60/45847, t_p = 0.00122572841, a_p = 0.00130870068
219: 56/45847, t_p = 0.00121911111, a_p = 0.00122145397
220: 39/45847, t_p = 0.00121256032, a_p = 0.000850655441
221: 48/45847, t_p = 0.00120607402, a_p = 0.00104696054
222: 56/45847, t_p = 0.00119965289, a_p = 0.00122145397
223: 56/45847, t_p = 0.00119329558, a_p = 0.00122145397
224: 49/45847, t_p = 0.00118700007, a_p = 0.00106877222
225: 39/45847, t_p = 0.00118076772, a_p = 0.000850655441
226: 46/45847, t_p = 0.00117459448, a_p = 0.00100333719
227: 56/45847, t_p = 0.00116848238, a_p = 0.00122145397
228: 59/45847, t_p = 0.00116242939, a_p = 0.00128688900
229: 49/45847, t_p = 0.00115643419, a_p = 0.00106877222
230: 51/45847, t_p = 0.00115049743, a_p = 0.00111239558
231: 49/45847, t_p = 0.00114461642, a_p = 0.00106877222
232: 53/45847, t_p = 0.00113879253, a_p = 0.00115601893
233: 57/45847, t_p = 0.00113302170, a_p = 0.00124326564
234: 53/45847, t_p = 0.00112730798, a_p = 0.00115601893
235: 54/45847, t_p = 0.00112164599, a_p = 0.00117783061
236: 57/45847, t_p = 0.00111603707, a_p = 0.00124326564
237: 62/45847, t_p = 0.00111048123, a_p = 0.00135232403
238: 37/45847, t_p = 0.00110497644, a_p = 0.000807032085
239: 48/45847, t_p = 0.00109952136, a_p = 0.00104696054
240: 63/45847, t_p = 0.00109411869, a_p = 0.00137413571
241: 49/45847, t_p = 0.00108876304, a_p = 0.00106877222
242: 53/45847, t_p = 0.00108345778, a_p = 0.00115601893
243: 53/45847, t_p = 0.00107820089, a_p = 0.00115601893
244: 52/45847, t_p = 0.00107298968, a_p = 0.00113420725
245: 45/45847, t_p = 0.00106782751, a_p = 0.000981525509
246: 50/45847, t_p = 0.00106270969, a_p = 0.00109058390
247: 52/45847, t_p = 0.00105763821, a_p = 0.00113420725
248: 46/45847, t_p = 0.00105261242, a_p = 0.00100333719
249: 54/45847, t_p = 0.00104763165, a_p = 0.00117783061
250: 49/45847, t_p = 0.00104269252, a_p = 0.00106877222
251: 43/45847, t_p = 0.00103779840, a_p = 0.000937902153
252: 51/45847, t_p = 0.00103294661, a_p = 0.00111239558
253: 46/45847, t_p = 0.00102813782, a_p = 0.00100333719
254: 45/45847, t_p = 0.00102336933, a_p = 0.000981525509
255: 50/45847, t_p = 0.00101864316, a_p = 0.00109058390
256: 42/45847, t_p = 0.00101395731, a_p = 0.000916090475
257: 50/45847, t_p = 0.00100931176, a_p = 0.00109058390
258: 46/45847, t_p = 0.00100470518, a_p = 0.00100333719
259: 52/45847, t_p = 0.00100013891, a_p = 0.00113420725
260: 44/45847, t_p = 0.000995610253, a_p = 0.000959713831
261: 40/45847, t_p = 0.000991120565, a_p = 0.000872467119
262: 39/45847, t_p = 0.000986667827, a_p = 0.000850655441
263: 48/45847, t_p = 0.000982253382, a_p = 0.00104696054
264: 38/45847, t_p = 0.000977875214, a_p = 0.000828843763
265: 44/45847, t_p = 0.000973533324, a_p = 0.000959713831
266: 44/45847, t_p = 0.000969227711, a_p = 0.000959713831
267: 40/45847, t_p = 0.000964957033, a_p = 0.000872467119
268: 44/45847, t_p = 0.000960721960, a_p = 0.000959713831
269: 37/45847, t_p = 0.000956521149, a_p = 0.000807032085
270: 53/45847, t_p = 0.000952354601, a_p = 0.00115601893
271: 44/45847, t_p = 0.000948222315, a_p = 0.000959713831
272: 36/45847, t_p = 0.000944123619, a_p = 0.000785220407
273: 36/45847, t_p = 0.000940056498, a_p = 0.000785220407
274: 38/45847, t_p = 0.000936023639, a_p = 0.000828843763
275: 44/45847, t_p = 0.000932023027, a_p = 0.000959713831
276: 36/45847, t_p = 0.000928053318, a_p = 0.000785220407
277: 35/45847, t_p = 0.000924115184, a_p = 0.000763408729
278: 36/45847, t_p = 0.000920208625, a_p = 0.000785220407
279: 40/45847, t_p = 0.000916332969, a_p = 0.000872467119
280: 33/45847, t_p = 0.000912488216, a_p = 0.000719785373
281: 42/45847, t_p = 0.000908673023, a_p = 0.000916090475
282: 36/45847, t_p = 0.000904886718, a_p = 0.000785220407
283: 43/45847, t_p = 0.000901130643, a_p = 0.000937902153
284: 48/45847, t_p = 0.000897404129, a_p = 0.00104696054
285: 31/45847, t_p = 0.000893706502, a_p = 0.000676162017
286: 34/45847, t_p = 0.000890035747, a_p = 0.000741597051
287: 41/45847, t_p = 0.000886394552, a_p = 0.000894278797
288: 42/45847, t_p = 0.000882780229, a_p = 0.000916090475
289: 46/45847, t_p = 0.000879194122, a_p = 0.00100333719
290: 57/45847, t_p = 0.000875635559, a_p = 0.00124326564
291: 40/45847, t_p = 0.000872102525, a_p = 0.000872467119
292: 43/45847, t_p = 0.000868596363, a_p = 0.000937902153
293: 43/45847, t_p = 0.000865117745, a_p = 0.000937902153
294: 44/45847, t_p = 0.000861663984, a_p = 0.000959713831
295: 41/45847, t_p = 0.000858236423, a_p = 0.000894278797
296: 33/45847, t_p = 0.000854834392, a_p = 0.000719785373
297: 39/45847, t_p = 0.000851457217, a_p = 0.000850655441
298: 36/45847, t_p = 0.000848104899, a_p = 0.000785220407
299: 34/45847, t_p = 0.000844777437, a_p = 0.000741597051
300: 38/45847, t_p = 0.000841474161, a_p = 0.000828843763
301: 37/45847, t_p = 0.000838195070, a_p = 0.000807032085
302: 43/45847, t_p = 0.000834940164, a_p = 0.000937902153
303: 26/45847, t_p = 0.000831708771, a_p = 0.000567103627
304: 49/45847, t_p = 0.000828499548, a_p = 0.00106877222
305: 38/45847, t_p = 0.000825315854, a_p = 0.000828843763
306: 40/45847, t_p = 0.000822152314, a_p = 0.000872467119
307: 37/45847, t_p = 0.000819012958, a_p = 0.000807032085
308: 37/45847, t_p = 0.000815896444, a_p = 0.000807032085
309: 40/45847, t_p = 0.000812800757, a_p = 0.000872467119
310: 35/45847, t_p = 0.000809727239, a_p = 0.000763408729
311: 47/45847, t_p = 0.000806676562, a_p = 0.00102514886
312: 35/45847, t_p = 0.000803646040, a_p = 0.000763408729
313: 44/45847, t_p = 0.000800637687, a_p = 0.000959713831
314: 35/45847, t_p = 0.000797649488, a_p = 0.000763408729
315: 32/45847, t_p = 0.000794682116, a_p = 0.000697973695
316: 40/45847, t_p = 0.000791736913, a_p = 0.000872467119
317: 30/45847, t_p = 0.000788810521, a_p = 0.000654350339
318: 36/45847, t_p = 0.000785904954, a_p = 0.000785220407
319: 38/45847, t_p = 0.000783019542, a_p = 0.000828843763
320: 33/45847, t_p = 0.000780152941, a_p = 0.000719785373
321: 41/45847, t_p = 0.000777307837, a_p = 0.000894278797
322: 35/45847, t_p = 0.000774480201, a_p = 0.000763408729
323: 34/45847, t_p = 0.000771672046, a_p = 0.000741597051
324: 40/45847, t_p = 0.000768884046, a_p = 0.000872467119
325: 43/45847, t_p = 0.000766114185, a_p = 0.000937902153
326: 27/45847, t_p = 0.000763362463, a_p = 0.000588915305
327: 24/45847, t_p = 0.000760630223, a_p = 0.000523480271
328: 36/45847, t_p = 0.000757916122, a_p = 0.000785220407
329: 27/45847, t_p = 0.000755218816, a_p = 0.000588915305
330: 33/45847, t_p = 0.000752540992, a_p = 0.000719785373
331: 34/45847, t_p = 0.000749879963, a_p = 0.000741597051
332: 30/45847, t_p = 0.000747237746, a_p = 0.000654350339
333: 31/45847, t_p = 0.000744610979, a_p = 0.000676162017
334: 35/45847, t_p = 0.000742003024, a_p = 0.000763408729
335: 25/45847, t_p = 0.000739411863, a_p = 0.000545291949
336: 39/45847, t_p = 0.000736836826, a_p = 0.000850655441
337: 33/45847, t_p = 0.000734279928, a_p = 0.000719785373
338: 42/45847, t_p = 0.000731737809, a_p = 0.000916090475
339: 38/45847, t_p = 0.000729213830, a_p = 0.000828843763
340: 30/45847, t_p = 0.000726705301, a_p = 0.000654350339
341: 29/45847, t_p = 0.000724212897, a_p = 0.000632538661
342: 27/45847, t_p = 0.000721737287, a_p = 0.000588915305
343: 30/45847, t_p = 0.000719275785, a_p = 0.000654350339
344: 33/45847, t_p = 0.000716831750, a_p = 0.000719785373
345: 35/45847, t_p = 0.000714402496, a_p = 0.000763408729
346: 39/45847, t_p = 0.000711988692, a_p = 0.000850655441
347: 26/45847, t_p = 0.000709590340, a_p = 0.000567103627
348: 29/45847, t_p = 0.000707206096, a_p = 0.000632538661
349: 29/45847, t_p = 0.000704837976, a_p = 0.000632538661
350: 34/45847, t_p = 0.000702484635, a_p = 0.000741597051
351: 37/45847, t_p = 0.000700145403, a_p = 0.000807032085
352: 30/45847, t_p = 0.000697820949, a_p = 0.000654350339
353: 30/45847, t_p = 0.000695511276, a_p = 0.000654350339
354: 34/45847, t_p = 0.000693215039, a_p = 0.000741597051
355: 30/45847, t_p = 0.000690933582, a_p = 0.000654350339
356: 28/45847, t_p = 0.000688666904, a_p = 0.000610726983
357: 26/45847, t_p = 0.000686412319, a_p = 0.000567103627
358: 36/45847, t_p = 0.000684173186, a_p = 0.000785220407
359: 32/45847, t_p = 0.000681946816, a_p = 0.000697973695
360: 27/45847, t_p = 0.000679734555, a_p = 0.000588915305
361: 33/45847, t_p = 0.000677535730, a_p = 0.000719785373
362: 30/45847, t_p = 0.000675348998, a_p = 0.000654350339
363: 32/45847, t_p = 0.000673177045, a_p = 0.000697973695
364: 32/45847, t_p = 0.000671017856, a_p = 0.000697973695
365: 32/45847, t_p = 0.000668870761, a_p = 0.000697973695
366: 35/45847, t_p = 0.000666737101, a_p = 0.000763408729
367: 30/45847, t_p = 0.000664616205, a_p = 0.000654350339
368: 35/45847, t_p = 0.000662508074, a_p = 0.000763408729
369: 24/45847, t_p = 0.000660412036, a_p = 0.000523480271
370: 36/45847, t_p = 0.000658328090, a_p = 0.000785220407
371: 28/45847, t_p = 0.000656257580, a_p = 0.000610726983
372: 35/45847, t_p = 0.000654198491, a_p = 0.000763408729
373: 32/45847, t_p = 0.000652151494, a_p = 0.000697973695
374: 21/45847, t_p = 0.000650116590, a_p = 0.000458045237
375: 20/45847, t_p = 0.000648093778, a_p = 0.000436233559
376: 31/45847, t_p = 0.000646082387, a_p = 0.000676162017
377: 33/45847, t_p = 0.000644083089, a_p = 0.000719785373
378: 22/45847, t_p = 0.000642094540, a_p = 0.000479856915
379: 23/45847, t_p = 0.000640118755, a_p = 0.000501668593
380: 33/45847, t_p = 0.000638153718, a_p = 0.000719785373
381: 31/45847, t_p = 0.000636199431, a_p = 0.000676162017
382: 28/45847, t_p = 0.000634257237, a_p = 0.000610726983
383: 27/45847, t_p = 0.000632325119, a_p = 0.000588915305
384: 27/45847, t_p = 0.000630405094, a_p = 0.000588915305
385: 29/45847, t_p = 0.000628495818, a_p = 0.000632538661
386: 25/45847, t_p = 0.000626596619, a_p = 0.000545291949
387: 25/45847, t_p = 0.000624708840, a_p = 0.000545291949
388: 30/45847, t_p = 0.000622831139, a_p = 0.000654350339
389: 23/45847, t_p = 0.000620964859, a_p = 0.000501668593
390: 29/45847, t_p = 0.000619107984, a_p = 0.000632538661
391: 32/45847, t_p = 0.000617262529, a_p = 0.000697973695
392: 30/45847, t_p = 0.000615426480, a_p = 0.000654350339
393: 18/45847, t_p = 0.000613601851, a_p = 0.000392610203
394: 27/45847, t_p = 0.000611785957, a_p = 0.000588915305
395: 26/45847, t_p = 0.000609980811, a_p = 0.000567103627
396: 27/45847, t_p = 0.000608185742, a_p = 0.000588915305
397: 24/45847, t_p = 0.000606400750, a_p = 0.000523480271
398: 22/45847, t_p = 0.000604624491, a_p = 0.000479856915
399: 21/45847, t_p = 0.000602858982, a_p = 0.000458045237
400: 22/45847, t_p = 0.000601102878, a_p = 0.000479856915
401: 20/45847, t_p = 0.000599356179, a_p = 0.000436233559
402: 35/45847, t_p = 0.000597618886, a_p = 0.000763408729
403: 26/45847, t_p = 0.000595891669, a_p = 0.000567103627
404: 34/45847, t_p = 0.000594173186, a_p = 0.000741597051
405: 29/45847, t_p = 0.000592464781, a_p = 0.000632538661
406: 23/45847, t_p = 0.000590764437, a_p = 0.000501668593
407: 22/45847, t_p = 0.000589073498, a_p = 0.000479856915
408: 23/45847, t_p = 0.000587392636, a_p = 0.000501668593
409: 33/45847, t_p = 0.000585719836, a_p = 0.000719785373
410: 28/45847, t_p = 0.000584055769, a_p = 0.000610726983
411: 23/45847, t_p = 0.000582401108, a_p = 0.000501668593
412: 27/45847, t_p = 0.000580755181, a_p = 0.000588915305
413: 26/45847, t_p = 0.000579117986, a_p = 0.000567103627
414: 25/45847, t_p = 0.000577488854, a_p = 0.000545291949
415: 24/45847, t_p = 0.000575869127, a_p = 0.000523480271
416: 26/45847, t_p = 0.000574257461, a_p = 0.000567103627
417: 32/45847, t_p = 0.000572654529, a_p = 0.000697973695
418: 19/45847, t_p = 0.000571059659, a_p = 0.000414421881
419: 33/45847, t_p = 0.000569473522, a_p = 0.000719785373
420: 22/45847, t_p = 0.000567894103, a_p = 0.000479856915
421: 35/45847, t_p = 0.000566325433, a_p = 0.000763408729
422: 22/45847, t_p = 0.000564762810, a_p = 0.000479856915
423: 34/45847, t_p = 0.000563209591, a_p = 0.000741597051
424: 22/45847, t_p = 0.000561663763, a_p = 0.000479856915
425: 27/45847, t_p = 0.000560125324, a_p = 0.000588915305
426: 23/45847, t_p = 0.000558596291, a_p = 0.000501668593
427: 24/45847, t_p = 0.000557073304, a_p = 0.000523480271
428: 28/45847, t_p = 0.000555559722, a_p = 0.000610726983
429: 24/45847, t_p = 0.000554052859, a_p = 0.000523480271
430: 26/45847, t_p = 0.000552554057, a_p = 0.000567103627
431: 22/45847, t_p = 0.000551061973, a_p = 0.000479856915
432: 28/45847, t_p = 0.000549578622, a_p = 0.000610726983
433: 21/45847, t_p = 0.000548102662, a_p = 0.000458045237
434: 22/45847, t_p = 0.000546632748, a_p = 0.000479856915
435: 20/45847, t_p = 0.000545172239, a_p = 0.000436233559
436: 21/45847, t_p = 0.000543717776, a_p = 0.000458045237
437: 27/45847, t_p = 0.000542270703, a_p = 0.000588915305
