sides-sweets,Sides & Sweets,22732,Chipotle Sauce,220,0.65
sides-sweets,Sides & Sweets,22722,Avocado Ranch Sauce,240,0.65
sides-sweets,Sides & Sweets,2521,Spicy Ranch,220,0.65
sides-sweets,Sides & Sweets,22750,Red Sauce,15,0.45
sides-sweets,Sides & Sweets,550201,Napkin,0,0.0
sides-sweets,Sides & Sweets,550202,Fork,0,0.0
sides-sweets,Sides & Sweets,550200,Straw,0,0.0
drinks,Drinks,1491Main,MTN DEW® Baja Blast® Freeze,150-190,3.19
drinks,Drinks,1648Main,Cherry Bliss Freeze,180-220,3.19
drinks,Drinks,1467Main,Mango Freeze,160-190,3.19
drinks,Drinks,1644Main,Wild Cherry Freeze,150-190,3.19
drinks,Drinks,1002Main,Pepsi®,200-380,2.29
drinks,Drinks,1007Main,Diet Pepsi®,0-0,2.29
drinks,Drinks,1107Main,Pepsi® Zero Sugar,0-0,2.29
drinks,Drinks,1012Main,MTN DEW®,220-420,2.29
drinks,Drinks,1027Main,MTN DEW® Baja Blast®,220-420,2.29
drinks,Drinks,1110Main,MTN DEW® Baja Blast™ Zero Sugar,5-15,2.29
drinks,Drinks,1017Main,Dr Pepper®,190-360,2.29
drinks,Drinks,1032Main,Sierra Mist®,200-380,2.29
drinks,Drinks,1099Main,G2 Gatorade® Fruit Punch,40-80,2.29
drinks,Drinks,1145Main,Dole® Lemonade Strawberry Squeeze,70-130,2.29
drinks,Drinks,1219Main,Brisk® Mango Fiesta,90-170,2.29
drinks,Drinks,1141Main,Brisk® Dragon Paradise™ Sparkling Iced Tea,70-120,2.29
drinks,Drinks,1077Main,Lipton® Unsweetened Iced Tea,,2.29
drinks,Drinks,1266Main,Iced Tea Special,0-0,0.99
drinks,Drinks,1263Main,Sweet Tea Special,90-170,0.99
drinks,Drinks,1966Main,Aquafina® Bottled Water,,1.49
drinks,Drinks,1400Main,Cup of Water,,0.0
drinks,Drinks,1440Main,Orange Juice,140,2.29
drinks,Drinks,1527Main,Premium Hot Coffee,10,1.79
drinks,Drinks,1280Main,Hot Cinnabon Delights® Coffee,160,2.29
drinks,Drinks,1534Main,Regular Iced Coffee,10,1.79
drinks,Drinks,1281Main,Iced Cinnabon Delights® Coffee,160,2.29
drinks,Drinks,21210,Drinks Party Pack,0-1120,4.0
party-packs,GROUPS,60528,Taco & Burrito Cravings Pack,170-490,11.49
party-packs,GROUPS,22189,Taco Party Pack,170,17.99
party-packs,GROUPS,21200,Supreme Taco Party Pack,190,21.99
party-packs,GROUPS,22187,Soft Taco Party Pack,180,17.99
party-packs,GROUPS,21201,Supreme Soft Taco Party Pack,210,21.99
party-packs,GROUPS,26054,Variety Taco Party Pack,170,19.99
party-packs,GROUPS,26055,Supreme Variety Taco Party Pack,190,22.99
party-packs,GROUPS,21210,Drinks Party Pack,0-1120,4.0
cravings-value-menu,Cravings Value Menu,22259,Spicy Potato Soft Taco,240,1.0
cravings-value-menu,Cravings Value Menu,23232,Chipotle Ranch Grilled Chicken Burrito,510,2.0
cravings-value-menu,Cravings Value Menu,23273,Beefy Melt Burrito,620,2.0
cravings-value-menu,Cravings Value Menu,22283,Cheesy Bean and Rice Burrito,420,1.0
cravings-value-menu,Cravings Value Menu,23264,Fiesta Veggie Burrito,570,2.0
cravings-value-menu,Cravings Value Menu,22152,Cheesy Roll Up,180,1.0
cravings-value-menu,Cravings Value Menu,22525,Cinnamon Twists,170,1.0
cravings-value-menu,Cravings Value Menu,23265,Classic Combo,830-1250,5.0
cravings-value-menu,Cravings Value Menu,23876,Classic Combo,880-1300,5.0
vegetarian,Veggie Cravings,22200,Bean Burrito,350,1.69
vegetarian,Veggie Cravings,22283,Cheesy Bean and Rice Burrito,420,1.0
vegetarian,Veggie Cravings,26052,Black Bean Quesarito,630,4.39
vegetarian,Veggie Cravings,23264,Fiesta Veggie Burrito,570,2.0
vegetarian,Veggie Cravings,22259,Spicy Potato Soft Taco,240,1.0
vegetarian,Veggie Cravings,23153,Black Bean Chalupa Supreme®,340,3.89
vegetarian,Veggie Cravings,26051,Black Bean Crunchwrap Supreme®,520,4.69
vegetarian,Veggie Cravings,23326,Veggie Mexican Pizza,470,4.49
vegetarian,Veggie Cravings,22320,Cheese Quesadilla,470,3.99
vegetarian,Veggie Cravings,22490,Power Menu Bowl - Veggie,420,6.29
vegetarian,Veggie Cravings,22152,Cheesy Roll Up,180,1.0
vegetarian,Veggie Cravings,22530,Cheesy Fiesta Potatoes,240,1.99
vegetarian,Veggie Cravings,22500,Chips and Nacho Cheese Sauce,220,1.79
vegetarian,Veggie Cravings,22394,Black Beans,50,1.99
vegetarian,Veggie Cravings,22393,Black Beans and Rice,160,1.89
vegetarian,Veggie Cravings,22510,Pintos N Cheese,170,1.99
vegetarian,Veggie Cravings,22525,Cinnamon Twists,170,1.0
vegetarian,Veggie Cravings,30046,Cinnabon Delights® 2 Pack,160,1.89
vegetarian,Veggie Cravings,30045,Cinnabon Delights® 12 Pack,930,6.19
power-menu,Bowls,22488,Power Menu Bowl,460,6.29
power-menu,Bowls,22490,Power Menu Bowl - Veggie,420,6.29
breakfast,Breakfast,32084,Bell Breakfast Box,1040-1320,5.0
breakfast,Breakfast,30179,Cheesy Toasted Breakfast Burrito Bacon,350,1.49
breakfast,Breakfast,30180,Cheesy Toasted Breakfast Burrito Sausage,350,1.29
breakfast,Breakfast,30181,Cheesy Toasted Breakfast Burrito Potato,340,1.29
breakfast,Breakfast,30184,Hash Brown Toasted Breakfast Burrito Steak,570,2.99
breakfast,Breakfast,30182,Hash Brown Toasted Breakfast Burrito Bacon,580,2.59
breakfast,Breakfast,30189,Hash Brown Toasted Breakfast Burrito Combo,730-1010,4.89
breakfast,Breakfast,30187,Grande Toasted Breakfast Burrito Steak,570,4.19
breakfast,Breakfast,30186,Grande Toasted Breakfast Burrito Sausage,570,3.49
breakfast,Breakfast,30185,Grande Toasted Breakfast Burrito Bacon,570,3.49
breakfast,Breakfast,30190,Grande Toasted Breakfast Burrito Combo,730-1010,5.79
breakfast,Breakfast,30152,Breakfast Quesadilla Sausage,510,3.19
breakfast,Breakfast,30151,Breakfast Quesadilla Bacon,510,3.19
breakfast,Breakfast,30153,Breakfast Quesadilla Steak,510,3.69
breakfast,Breakfast,32079,Breakfast Quesadilla Combo,670-950,5.79
breakfast,Breakfast,30029,Breakfast Crunchwrap Bacon,670,3.39
breakfast,Breakfast,30028,Breakfast Crunchwrap Sausage,730,3.39
breakfast,Breakfast,32031,Breakfast Crunchwrap Combo,830-1110,5.79
breakfast,Breakfast,30017,Hash Brown,160,1.29
breakfast,Breakfast,30046,Cinnabon Delights® 2 Pack,160,1.89
breakfast,Breakfast,30045,Cinnabon Delights® 12 Pack,930,6.19
breakfast,Breakfast,1527Main,Premium Hot Coffee,10,1.79
breakfast,Breakfast,1280Main,Hot Cinnabon Delights® Coffee,160,2.29
breakfast,Breakfast,1534Main,Regular Iced Coffee,10,1.79
breakfast,Breakfast,1281Main,Iced Cinnabon Delights® Coffee,160,2.29
breakfast,Breakfast,2633,Breakfast Salsa,0,0.0
